ServiceApprovalNumber,ServiceName,ProviderLegalName,ServiceType,Suburb,State,Postcode,longitude,latitude,coordinate_valid,OverallRating,rating_group,NumberOfApprovedPlaces,DistanceToBusStation_km,DistanceToTrainStation_km,nearest_transport_distance_km,transport_distance_invalid,transport_distance_review,annual_weekly_operating_hours,annual_hours_valid,term_weekly_operating_hours_unadjusted,term_weekly_operating_hours,term_hours_overlap_adjusted,holiday_weekly_operating_hours,weekly_operating_hours,operating_hours_basis,detailed_offering_count,detailed_offering_combination,remoteness_code,remoteness_area,remoteness_broad_group,boundary_state_name,boundary_state_abbr,remoteness_match_status,state_boundary_consistent,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other
SE-00000060,Citipointe Kindergarten,Christian Outreach Centre,Centre-Based Care,MANSFIELD,QLD,4122,153.112637,-27.535202,True,Meeting NQS,Meets NQS,88.000000,3.610607,7.167941,3.610607,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000061,Blackwood Street Early Learning,Mitchelton Community Preschool Association,Centre-Based Care,MITCHELTON,QLD,4053,152.975508,-27.407718,True,Meeting NQS,Meets NQS,90.000000,3.773859,0.443300,0.443300,False,False,57.500000,True,,,False,,57.500000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000062,Moorooka Early Learning Centre,Downs Motel Toowoomba Pty Ltd ATF The Pendleton Trust,Centre-Based Care,MOOROOKA,QLD,4105,153.024627,-27.535422,True,Meeting NQS,Meets NQS,34.000000,3.124921,1.051058,1.051058,False,False,57.500000,True,,,False,,57.500000,Annual,5.000000,Long Day Care + Preschool: Stand-alone + OSHC: After School + OSHC: Before School + OSHC: Vacation Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,Yes,Yes,Yes,No
SE-00000063,St Brendans Child Care Centre and Kindergarten,LAKE MONA PTY LTD,Centre-Based Care,MOOROOKA,QLD,4105,153.018181,-27.538352,True,Meeting NQS,Meets NQS,64.000000,3.745175,0.510135,0.510135,False,False,57.500000,True,,,False,,57.500000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000064,Only About Children Morningside,Only About Children Pty Ltd,Centre-Based Care,MORNINGSIDE,QLD,4170,153.070902,-27.464612,True,Meeting NQS,Meets NQS,85.000000,4.564737,0.714097,0.714097,False,False,57.500000,True,,,False,,57.500000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000065,St Mark's Lutheran Early Learning Centre,ST MARK'S LUTHERAN PRE-SCHOOL AND CHILD CARE ASSOCIATION INC,Centre-Based Care,MOUNT GRAVATT,QLD,4122,153.091332,-27.535878,True,Meeting NQS,Meets NQS,75.000000,3.290209,5.891469,3.290209,False,False,53.750000,True,,,False,,53.750000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000066,C&K Mount Gravatt West Community Childcare Centre,The Creche and Kindergarten Association Limited,Centre-Based Care,MOUNT GRAVATT,QLD,4122,153.065888,-27.535377,True,Meeting NQS,Meets NQS,58.000000,3.536391,4.640924,3.536391,False,False,53.750000,True,,,False,,53.750000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000067,Pine Mountain Road Child Care,Graham Tew & Lee Watt ATF the Tewatt Investment Trust,Centre-Based Care,MOUNT GRAVATT,QLD,4122,153.091704,-27.517490,True,Working Towards NQS,Below NQS,180.000000,1.867967,4.746150,1.867967,False,False,60.000000,True,,,False,,60.000000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
SE-00000068,Head Start Montessori Mount Gravatt,Head Start Mount Gravatt Pty Ltd as Trustee for Head Start Mount Gravatt Trust,Centre-Based Care,MOUNT GRAVATT,QLD,4122,153.077143,-27.536992,True,Meeting NQS,Meets NQS,35.000000,3.040994,5.268755,3.040994,False,False,50.000000,True,,,False,,50.000000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
SE-00000070,Griffith University Tallowwood Child Care Centre,Griffith University,Centre-Based Care,NATHAN,QLD,4111,153.052849,-27.558039,True,Meeting NQS,Meets NQS,60.000000,2.885471,1.975080,1.975080,False,False,52.500000,True,,,False,,52.500000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000071,C&K Newmarket Community Childcare Centre,The Creche and Kindergarten Association Limited,Centre-Based Care,NEWMARKET,QLD,4051,153.009664,-27.436883,True,Meeting NQS,Meets NQS,57.000000,2.231385,0.453275,0.453275,False,False,57.500000,True,,,False,,57.500000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
SE-00000072,Seedlings Early Learning Newmarket,PLATREEF INVESTMENTS PTY LTD,Centre-Based Care,NEWMARKET,QLD,4051,153.006487,-27.441750,True,Meeting NQS,Meets NQS,75.000000,2.317631,1.066567,1.066567,False,False,60.000000,True,,,False,,60.000000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
SE-00000073,Northgate Early Childhood Centre,CJ Investment Holdings Pty Ltd as Trustee for CJ Investment Unit Trust,Centre-Based Care,NORTHGATE,QLD,4013,153.065285,-27.390098,True,Meeting NQS,Meets NQS,52.000000,5.711980,0.502367,0.502367,False,False,60.000000,True,,,False,,60.000000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000075,Goodstart Early Learning Red Hill,Goodstart Early Learning Ltd,Centre-Based Care,RED HILL,QLD,4059,152.996458,-27.446693,True,Excellent,Above NQS,53.000000,3.235599,2.077766,2.077766,False,False,60.000000,True,,,False,,60.000000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00000076,Journey Early Learning Centre - Riverhills,Journey ELC Pty Ltd,Centre-Based Care,RIVERHILLS,QLD,4074,152.911708,-27.558874,True,Meeting NQS,Meets NQS,52.000000,11.919730,3.596161,3.596161,False,False,60.000000,True,,,False,,60.000000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000077,Kids Academy Runcorn,Affinity Education Group Pty Limited,Centre-Based Care,RUNCORN,QLD,4113,153.079684,-27.593722,True,Meeting NQS,Meets NQS,86.000000,2.756383,0.486902,0.486902,False,False,55.000000,True,,,False,,55.000000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
SE-00000078,Campus Kindergarten & Day Care,Campus Kindergarten Ltd,Centre-Based Care,ST LUCIA,QLD,4072,153.015501,-27.500777,True,Meeting NQS,Meets NQS,65.000000,0.368904,1.286048,0.368904,False,False,48.333333,True,,,False,,48.333333,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000081,Sandgate Kids Early Education Nash Street,Sandgate Kids Early Education Incorporated,Centre-Based Care,SANDGATE,QLD,4017,153.058935,-27.319457,True,Exceeding NQS,Above NQS,54.000000,8.818934,0.992017,0.992017,False,False,57.500000,True,,,False,,57.500000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Yes,No,No,No,No,No,No
SE-00000082,Sandgate Kids Early Education Brighton Road,Sandgate Kids Early Education Incorporated,Centre-Based Care,SANDGATE,QLD,4017,153.066195,-27.316345,True,Meeting NQS,Meets NQS,54.000000,8.780149,0.737680,0.737680,False,False,57.500000,True,,,False,,57.500000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000083,Guardian Childcare & Education Sherwood Forest,Major Oak Pty Limited,Centre-Based Care,SHERWOOD,QLD,4075,152.980861,-27.532784,True,Meeting NQS,Meets NQS,126.000000,4.879254,0.229935,0.229935,False,False,60.000000,True,,,False,,60.000000,Annual,2.000000,Long Day Care + OSHC: Before School,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,Yes,No,No
SE-00000084,Greek Orthodox Community Child Care Centre,Greek Orthodox Community of St George,Centre-Based Care,SOUTH BRISBANE,QLD,4101,153.014880,-27.479787,True,Meeting NQS,Meets NQS,50.000000,1.427496,0.630540,0.630540,False,False,50.000000,True,,,False,,50.000000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000085,Lady Gowrie Warry Street Child Centre,The Gowrie (Qld) Inc.,Centre-Based Care,SPRING HILL,QLD,4000,153.028667,-27.453820,True,Meeting NQS,Meets NQS,59.000000,0.768872,0.478195,0.478195,False,False,51.250000,True,,,False,,51.250000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000086,Spring Hill Cubbyhouse Montessori,Dollies Pty Ltd,Centre-Based Care,SPRING HILL,QLD,4000,153.025967,-27.456818,True,Meeting NQS,Meets NQS,57.000000,1.146400,0.793994,0.793994,False,False,57.500000,True,115.000000,57.500000,True,57.500000,57.500000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000087,Nurseryland Early Childhood Learning Centre - Stafford,Belbaker Pty Ltd ATF The Baker Family Trust,Centre-Based Care,STAFFORD,QLD,4053,153.005124,-27.409782,True,Working Towards NQS,Below NQS,82.000000,0.865059,1.554907,0.865059,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Yes,No,No,No,No,No,No
SE-00000089,Sunkids Childrens Centre - Calamvale,Frontida Pty Ltd,Centre-Based Care,CALAMVALE,QLD,4116,153.061120,-27.614776,True,Meeting NQS,Meets NQS,75.000000,5.686682,2.584537,2.584537,False,False,60.000000,True,,,False,,60.000000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
SE-00000091,Montessori Early Education Taringa,Inside Outside Montessori Children's House Pty Ltd,Centre-Based Care,TARINGA,QLD,4068,152.973971,-27.494123,True,Meeting NQS,Meets NQS,43.000000,3.701048,0.768550,0.768550,False,False,52.500000,True,,,False,,52.500000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
SE-00000092,Edge Early Learning Tarragindi,Edge Early Learning Tarragindi Operating Co Pty Ltd,Centre-Based Care,TARRAGINDI,QLD,4121,153.043036,-27.528236,True,Meeting NQS,Meets NQS,68.000000,1.926721,2.543768,1.926721,False,False,60.000000,True,,,False,,60.000000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
SE-00000094,C&K Arnwood Place Community Childcare Centre,The Creche and Kindergarten Association Limited,Centre-Based Care,EKIBIN,QLD,4121,153.040013,-27.512745,True,Meeting NQS,Meets NQS,58.000000,0.188697,1.240291,0.188697,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000095,The Gap Early Childhood Centre,AC Unite Early Learning Pty Ltd,Centre-Based Care,THE GAP,QLD,4061,152.951654,-27.446576,True,Meeting NQS,Meets NQS,48.000000,7.174121,4.194568,4.194568,False,False,55.000000,True,,,False,,55.000000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Yes,No,Yes,No,No,No,No
SE-00000096,The Gap Cubbyhouse Montessori,Dollies Pty Ltd,Centre-Based Care,THE GAP,QLD,4061,152.951043,-27.449345,True,Meeting NQS,Meets NQS,95.000000,7.391617,4.507832,4.507832,False,False,57.500000,True,,,False,,57.500000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
SE-00000097,Montessori Tingalpa by Busy Bees,FEL Child Care Centres 1 Pty Ltd,Centre-Based Care,TINGALPA,QLD,4173,153.132548,-27.480919,True,Meeting NQS,Meets NQS,75.000000,3.806268,3.167367,3.167367,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000098,BELMONT EARLY EDUCATION CENTRE,Playville Pty Ltd,Centre-Based Care,TINGALPA,QLD,4173,153.127702,-27.482846,True,Meeting NQS,Meets NQS,50.000000,3.306048,2.934967,2.934967,False,False,57.500000,True,,,False,,57.500000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
SE-00000099,Uniting Early Learning Toowong,The Uniting Church in Australia Property Trust (Q.),Centre-Based Care,TOOWONG,QLD,4066,152.988728,-27.485327,True,Meeting NQS,Meets NQS,50.000000,2.637321,0.436756,0.436756,False,False,60.000000,True,,,False,,60.000000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000100,Kids At West End Child Care & Early Education Centre,Soja (Qld) Pty Ltd ATF Beck Family Trust (No. 2),Centre-Based Care,HILL END,QLD,4101,153.005233,-27.486065,True,Exceeding NQS,Above NQS,60.000000,1.469239,1.195913,1.195913,False,False,57.500000,True,,,False,,57.500000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Yes,No,Yes,No,No,No,No
SE-00000101,Kurilpa Community Child Care Centre,Kurilpa Community Child Care Centre Inc,Centre-Based Care,WEST END,QLD,4101,153.009388,-27.488071,True,Meeting NQS,Meets NQS,62.000000,1.137517,1.508123,1.137517,False,False,51.250000,True,,,False,,51.250000,Annual,2.000000,Long Day Care + OSHC: Vacation Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,No,No,No,Yes,No
SE-00000102,C&K Wilston Community Childcare Centre,The Creche and Kindergarten Association Limited,Centre-Based Care,WILSTON,QLD,4051,153.016995,-27.436509,True,Meeting NQS,Meets NQS,42.000000,1.673861,0.219613,0.219613,False,False,55.000000,True,,,False,,55.000000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
SE-00000103,Windsor Neighbourhood Child Care Centre,Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane - Centacare Administration Services,Centre-Based Care,WINDSOR,QLD,4030,153.033731,-27.431556,True,Meeting NQS,Meets NQS,54.000000,1.768736,0.624711,0.624711,False,False,51.250000,True,,,False,,51.250000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
SE-00000104,Nazareth Lutheran Early Learning Centre,Lutheran Church of Australia Queensland District,Centre-Based Care,WOOLLOONGABBA,QLD,4102,153.034123,-27.488648,True,Meeting NQS,Meets NQS,44.000000,1.057555,0.650766,0.650766,False,False,55.000000,True,,,False,,55.000000,Annual,1.000000,Long Day Care,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Yes,No,No,No,No,No,No
SE-00000105,Children @ Bay Terrace,Community Childcare Incorporated,Centre-Based Care,WYNNUM,QLD,4178,153.172264,-27.441823,True,Meeting NQS,Meets NQS,48.000000,1.945822,0.429609,0.429609,False,False,56.250000,True,,,False,,56.250000,Annual,2.000000,Long Day Care + Preschool: Stand-alone,30,Major Cities of Australia,Major Cities,Queensland,QLD,Matched by spatial join,True,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Yes,No,Yes,No,No,No,No
